Gene	sgRNA	921|beta	921|z	921|p-value	921|fdr	921|wald-p-value	921|wald-fdr
TYRO3	5	0.024536	0.17611	0.96412	0.99439	0.86021	0.9422
TYROBP	6	0.15788	0.82084	0.54987	0.87796	0.41174	0.70595
TYRP1	5	0.095156	0.48968	0.8004	0.95656	0.62436	0.82755
TYSND1	5	0.20245	1.0675	0.45951	0.8377	0.28574	0.63347
TYW1	5	-0.44635	-1.7854	0.079251	0.44455	0.074199	0.59288
TYW1B	5	-0.019772	-0.085616	0.82195	0.96317	0.93177	0.97271
TYW3	4	0.083775	0.36972	0.84783	0.96847	0.71159	0.87287
TYW5	5	0.037325	0.15796	0.99367	0.99944	0.87449	0.94799
U2AF1	5	-0.89248	-2.4291	0.002277	0.05942	0.015136	0.27309
U2AF1L4	5	0.20171	0.91281	0.46185	0.83847	0.36134	0.67457
U2AF2	5	-0.35489	-1.1965	0.14473	0.5736	0.23152	0.60579
U2SURP	5	-0.98986	-2.8621	0.00083306	0.028517	0.0042079	0.12281
UACA	5	0.44923	1.5388	0.049261	0.35829	0.12385	0.59288
UAP1	5	-0.20644	-1.0461	0.34888	0.77288	0.2955	0.63775
UAP1L1	5	-0.19542	-1.4753	0.37032	0.78512	0.14012	0.59288
UBA1	5	-0.97641	-2.7902	0.00094413	0.030797	0.0052673	0.13989
UBA2	5	-0.55507	-1.8139	0.034877	0.305	0.069696	0.59288
UBA3	5	-0.563	-2.3709	0.032878	0.29497	0.017747	0.30042
UBA5	5	-0.25637	-0.9335	0.26647	0.71029	0.35056	0.66959
UBA52	5	-1.236	-3.479	5.5537e-05	0.002924	0.00050326	0.032479
UBA6	5	0.33574	1.0517	0.16972	0.60395	0.29294	0.63685
UBA7	4	0.40291	1.0389	0.12585	0.54423	0.29884	0.64024
UBAC1	5	-0.08506	-0.51409	0.6284	0.90224	0.60719	0.81916
UBAC2	5	0.13395	0.71246	0.66761	0.91589	0.47618	0.74336
UBALD1	5	0.21591	0.97912	0.42208	0.81694	0.32752	0.65665
UBALD2	5	0.015831	0.076219	0.93585	0.98966	0.93924	0.97616
UBAP1	5	-0.23983	-1.0287	0.29268	0.73259	0.3036	0.64252
UBAP1L	5	0.44897	1.5083	0.049372	0.35829	0.13147	0.59288
UBAP2	5	-0.12918	-0.5856	0.51244	0.86141	0.55815	0.79215
UBAP2L	5	-0.53761	-2.513	0.039653	0.32293	0.011971	0.23618
UBASH3A	5	0.21576	0.83403	0.42264	0.81731	0.40426	0.7012
UBASH3B	5	0.3156	1.3523	0.20071	0.64175	0.17629	0.59375
UBB	2	-1.1634	-1.8256	0.020771	0.23492	0.067907	0.59288
UBC	3	-0.15395	-0.46644	0.55054	0.87842	0.6409	0.83799
UBD	5	-0.0099641	-0.043746	0.85288	0.96914	0.96511	0.98581
UBE2A	5	0.20875	1.1279	0.44235	0.83043	0.25937	0.61914
UBE2B	5	-0.079839	-0.34972	0.64384	0.90677	0.72655	0.88061
UBE2C	10	-0.4941	-2.6146	0.0068311	0.12337	0.0089328	0.19615
UBE2D1	5	0.071252	0.36046	0.87854	0.97565	0.71851	0.87689
UBE2D2	6	-0.61524	-2.1322	0.013218	0.17989	0.032988	0.43136
UBE2D3	5	-1.2135	-3.466	5.5537e-05	0.002924	0.00052835	0.03338
UBE2D4	5	-0.32176	-1.6033	0.18016	0.61587	0.10888	0.59288
UBE2E1	7	0.27185	1.3792	0.19932	0.64027	0.16783	0.59288
UBE2E2	5	-0.079485	-0.35998	0.6449	0.90733	0.71886	0.87689
UBE2E3	5	-0.11012	-0.56784	0.56098	0.88302	0.57014	0.79882
UBE2F	5	-0.039931	-0.16736	0.75947	0.9484	0.86708	0.94451
UBE2G1	5	0.20849	1.0901	0.44302	0.83076	0.27566	0.62642
UBE2G2	5	0.20588	1.2273	0.45085	0.8339	0.21971	0.60046
UBE2H	5	-0.65147	-2.1376	0.017439	0.21202	0.032548	0.42816
UBE2I	5	-1.3818	-3.3081	0	0	0.00093941	0.048191
UBE2J1	5	0.071504	0.32193	0.87782	0.97562	0.74751	0.89273
UBE2J2	5	-0.34382	-1.6579	0.15595	0.58745	0.097346	0.59288
UBE2K	6	0.057423	0.32869	0.91042	0.98279	0.74239	0.88956
UBE2L3	6	-0.77267	-2.4245	0.0033878	0.078406	0.015329	0.27492
UBE2L6	9	-0.0088741	-0.084586	0.82534	0.9645	0.93259	0.97301
UBE2M	5	-1.2452	-3.7362	5.5537e-05	0.002924	0.00018683	0.017164
UBE2N	5	-0.49981	-1.75	0.052705	0.3726	0.080118	0.59288
UBE2NL	4	-0.33854	-1.2135	0.20526	0.64788	0.22494	0.60194
UBE2O	5	-0.12637	-1.0913	0.51883	0.8654	0.27515	0.62642
UBE2Q1	5	-1.0403	-3.238	0.00055537	0.021053	0.0012036	0.056882
UBE2Q2	5	0.14254	0.6353	0.64084	0.90609	0.52523	0.77237
UBE2QL1	4	0.28437	1.3013	0.3054	0.73948	0.19316	0.59478
UBE2R2	5	-0.26043	-1.88	0.26091	0.70566	0.06011	0.59288
UBE2S	5	-0.0040523	-0.025691	0.87265	0.97434	0.9795	0.99159
UBE2T	5	-0.12233	-0.72028	0.52849	0.86936	0.47136	0.74066
UBE2U	5	-0.20777	-0.77279	0.34622	0.77181	0.43965	0.72314
UBE2V1	9	-0.751	-2.979	0.00033322	0.013857	0.0028919	0.097696
UBE2V2	5	-0.023977	-0.14592	0.80912	0.95893	0.88398	0.95232
UBE2W	5	-0.43357	-1.4873	0.085472	0.45913	0.13694	0.59288
UBE2Z	5	-0.29325	-1.3236	0.21448	0.65726	0.18564	0.59478
UBE3A	5	-0.052747	-0.20625	0.71865	0.93356	0.83659	0.93291
UBE3B	5	-0.12192	-0.46772	0.52949	0.86936	0.63998	0.83759
UBE3C	5	-0.20738	-1.1505	0.34705	0.77226	0.24994	0.616
UBE3D	5	-0.061184	-0.45952	0.69316	0.92445	0.64586	0.84027
UBE4A	5	0.21943	0.90354	0.41247	0.81131	0.36624	0.67684
UBE4B	5	0.1973	0.96354	0.47495	0.84339	0.33528	0.66157
UBFD1	5	-0.18384	-0.69728	0.39281	0.80041	0.48563	0.74906
UBIAD1	4	0.079404	0.51703	0.86243	0.97141	0.60514	0.81815
UBL3	5	0.12752	0.46766	0.69038	0.92369	0.64003	0.83759
UBL4A	5	0.040307	0.19868	0.98351	0.99797	0.84251	0.93563
UBL4B	5	0.089769	0.58495	0.81845	0.96195	0.55858	0.79233
UBL5	3	-2.466	-3.9605	0	0	7.4781e-05	0.0097094
UBL7	5	-0.075701	-0.55663	0.65495	0.91169	0.57778	0.80361
UBLCP1	5	0.17059	0.74945	0.55459	0.88048	0.45358	0.73097
UBN1	5	0.19568	0.83853	0.47973	0.84578	0.40173	0.69949
UBN2	5	0.11574	0.51883	0.7287	0.93668	0.60388	0.81728
UBOX5	5	0.115	0.81159	0.73103	0.93677	0.41703	0.70865
UBP1	5	0.23226	0.89671	0.37893	0.79116	0.36987	0.67909
UBQLN1	5	0.0098177	0.068576	0.91514	0.984	0.94533	0.97809
UBQLN2	5	0.32361	1.6279	0.18799	0.6279	0.10354	0.59288
UBQLN3	5	0.51361	1.405	0.021604	0.23924	0.16003	0.59288
UBQLN4	5	-0.13745	-0.58447	0.49261	0.85247	0.5589	0.79265
UBQLNL	5	-0.096346	-0.47742	0.59741	0.89277	0.63307	0.83324
UBR1	5	0.36585	1.3291	0.12762	0.5452	0.18381	0.59478
UBR2	5	-0.61505	-2.4028	0.022937	0.2451	0.01627	0.28553
UBR3	5	0.23979	1.3976	0.36049	0.7811	0.16223	0.59288
UBR4	5	0.15755	1.0782	0.59414	0.89233	0.28093	0.62952
UBR5	5	-0.19478	-1.2226	0.37132	0.78523	0.22147	0.60194
UBR7	5	0.19511	0.94094	0.48101	0.84647	0.34673	0.66752
UBTD1	5	0.43782	1.5495	0.057314	0.38841	0.12126	0.59288
UBTD2	5	0.18749	0.8649	0.50355	0.85716	0.3871	0.69021
UBTF	5	-1.1583	-3.0686	5.5537e-05	0.002924	0.0021509	0.081703
UBXN1	5	-0.058975	-0.31437	0.7001	0.92616	0.75324	0.89552
UBXN10	5	-0.14161	-0.65713	0.48362	0.84726	0.5111	0.76351
UBXN11	5	0.49803	1.754	0.026658	0.26417	0.079433	0.59288
UBXN2A	5	0.13154	0.56742	0.67683	0.91925	0.57043	0.79896
UBXN2B	5	-0.11552	-0.33674	0.54665	0.87595	0.73631	0.88665
UBXN4	5	-0.15586	-0.73172	0.45207	0.834	0.46434	0.73662
UBXN6	5	-0.30724	-1.7347	0.1966	0.6383	0.082787	0.59288
UBXN7	5	-0.090015	-0.51629	0.61468	0.89745	0.60565	0.81842
UCHL1	5	0.12266	0.60178	0.70493	0.92782	0.54732	0.78532
UCHL3	5	-0.15862	-0.85445	0.44663	0.83125	0.39286	0.69419
UCHL5	5	-0.51013	-1.7861	0.048428	0.35577	0.074088	0.59288
UCK1	5	0.10366	0.77964	0.77035	0.95025	0.4356	0.72017
UCK2	5	-0.5006	-2.4201	0.052427	0.37151	0.015517	0.27719
UCKL1	5	0.23214	1.7948	0.37915	0.79154	0.072684	0.59288
UCMA	5	-0.17703	-1.0093	0.40653	0.80786	0.31283	0.64781
UCN	5	-0.098401	-0.53454	0.59336	0.89233	0.59297	0.81169
UCN2	5	0.15551	0.86178	0.5998	0.89301	0.38881	0.69151
UCN3	5	0.40126	1.6149	0.085472	0.45913	0.10633	0.59288
UCP1	5	0.0062254	0.032792	0.90448	0.98162	0.97384	0.98956
UCP2	5	-0.072356	-0.46571	0.664	0.91484	0.64142	0.8382
UCP3	5	0.092144	0.29421	0.81062	0.95932	0.7686	0.90266
UEVLD	5	-0.29258	-0.99443	0.21526	0.65829	0.32001	0.65213
UFC1	5	-0.96375	-3.0901	0.00099967	0.031802	0.0020008	0.078147
UFD1L	5	-0.69383	-2.1358	0.012774	0.17665	0.032692	0.42904
UFL1	5	-0.097978	-0.64824	0.59425	0.89233	0.51683	0.76715
UFM1	7	-0.11958	-0.51117	0.46901	0.84047	0.60923	0.8194
UFSP1	5	0.15625	0.69568	0.59747	0.89277	0.48663	0.74969
UFSP2	5	-0.20102	-1.0371	0.35927	0.77987	0.29971	0.64057
UGCG	5	0.46366	1.6349	0.041875	0.3326	0.10206	0.59288
UGDH	5	-0.23286	-1.3635	0.3034	0.73735	0.17272	0.59288
UGGT1	5	0.20526	1.0355	0.45229	0.834	0.30044	0.64097
UGGT2	5	-0.23326	-1.27	0.3029	0.7373	0.20407	0.5966
UGP2	4	-0.17057	-0.72977	0.46385	0.83923	0.46553	0.73735
UGT1A1	5	0.30131	1.3082	0.22565	0.67062	0.19079	0.59478
UGT1A10	5	0.2797	1.4592	0.26791	0.71098	0.1445	0.59288
UGT1A3	3	0.21834	0.76905	0.53871	0.87238	0.44186	0.7246
UGT1A4	4	0.11203	0.43311	0.76052	0.94913	0.66493	0.8508
UGT1A5	3	-0.37863	-0.75512	0.2227	0.66805	0.45018	0.72927
UGT1A6	2	0.41781	0.84631	0.26574	0.70952	0.39738	0.69617
UGT1A7	2	0.52755	0.80249	0.13923	0.56296	0.42227	0.71213
UGT1A8	1	-0.34652	-0.36928	0.50389	0.85724	0.71192	0.8731
UGT1A9	3	0.070827	0.22657	0.90798	0.98245	0.82076	0.92727
UGT2A1	5	-0.084349	-0.47365	0.62985	0.90264	0.63575	0.83526
UGT2A2	5	0.44157	1.3004	0.05426	0.37722	0.19347	0.59478
UGT2A3	4	-0.076622	-0.44465	0.67994	0.92073	0.65658	0.84614
UGT2B11	4	-0.22224	-0.91319	0.36688	0.7827	0.36114	0.67457
UGT2B15	3	-0.5338	-1.4335	0.11174	0.51514	0.15171	0.59288
UGT2B17	4	-0.42595	-1.577	0.1274	0.54515	0.11478	0.59288
UGT2B28	4	0.11811	0.73844	0.74209	0.94173	0.46025	0.73527
UGT2B4	5	0.21958	0.74804	0.4122	0.81131	0.45444	0.73137
UGT2B7	4	-0.080128	-0.35634	0.6695	0.91684	0.72158	0.87861
UGT3A1	5	0.0205	0.10217	0.95141	0.99191	0.91862	0.9669
UGT3A2	5	-0.20407	-0.86521	0.35383	0.7765	0.38692	0.69014
UGT8	5	0.14424	0.95892	0.63545	0.90523	0.3376	0.66289
UHMK1	5	0.36767	1.37	0.12535	0.54331	0.17067	0.59288
UHRF1BP1	5	0.063785	0.50064	0.90414	0.98161	0.61662	0.82329
UHRF1BP1L	5	-0.21203	-1.0485	0.33944	0.76794	0.2944	0.63723
UHRF2	4	0.43467	0.7971	0.094524	0.47863	0.42539	0.71336
UIMC1	5	0.15427	0.66097	0.60358	0.89437	0.50863	0.76219
ULBP1	5	0.15309	0.50135	0.60691	0.89437	0.61613	0.82314
ULBP2	4	-0.28604	-1.2287	0.26897	0.71231	0.21918	0.60021
ULBP3	5	0.28163	1.2782	0.26413	0.70795	0.20117	0.59618
ULK1	5	0.21554	1.7946	0.42347	0.81821	0.072711	0.59288
ULK2	5	0.054249	0.25431	0.93769	0.99023	0.79926	0.91664
ULK4	5	0.06492	0.43714	0.89992	0.9801	0.66201	0.84896
UMOD	4	0.17147	1.0431	0.58653	0.89111	0.2969	0.63832
UMODL1	5	0.58918	1.4902	0.007442	0.12984	0.13618	0.59288
UMPS	5	-0.52632	-2.8952	0.043208	0.33841	0.003789	0.11526
UNC119	5	-0.23343	-1.3373	0.30234	0.73707	0.18113	0.59478
UNC119B	5	0.4073	1.2825	0.080307	0.44768	0.19965	0.59478
UNC13A	5	-0.18939	-0.94789	0.38221	0.7937	0.34318	0.66531
UNC13B	5	0.14708	0.96942	0.6259	0.90125	0.33233	0.65929
UNC13C	5	0.28674	1.1264	0.25375	0.6984	0.26002	0.62003
UNC13D	5	-0.28427	-1.415	0.22665	0.67132	0.15706	0.59288
UNC45A	5	0.029772	0.18551	0.98256	0.99774	0.85283	0.9403
UNC45B	5	-0.086384	-0.64342	0.6254	0.90119	0.51995	0.76878
UNC50	5	-0.0017876	-0.013587	0.87898	0.97565	0.98916	0.99627
UNC5A	5	0.44998	1.4241	0.048817	0.35688	0.15442	0.59288
UNC5B	5	0.17029	0.79948	0.5552	0.88064	0.42401	0.71289
UNC5C	5	0.04389	0.27274	0.97201	0.99607	0.78505	0.91098
UNC5CL	5	-0.080069	-0.46261	0.64329	0.90677	0.64364	0.8396
UNC5D	5	0.11752	0.83083	0.72293	0.935	0.40607	0.70219
UNC79	5	0.30113	1.4315	0.22587	0.67062	0.15227	0.59288
UNC80	5	0.43804	1.6843	0.057203	0.38824	0.09212	0.59288
UNC93A	5	0.4938	1.6559	0.028713	0.27451	0.097749	0.59288
UNCX	5	0.13255	1.0051	0.67283	0.91801	0.31485	0.64925
UNG	5	0.20795	1.0596	0.44424	0.83076	0.28931	0.63511
UNK	5	0.37657	1.4608	0.11341	0.51683	0.14406	0.59288
UNKL	13	0.13433	0.78872	0.46673	0.8402	0.43028	0.71657
UPB1	5	0.058499	0.33117	0.9213	0.98557	0.74052	0.88927
UPF1	5	-0.63821	-2.812	0.018994	0.22338	0.0049228	0.13269
UPF2	5	-1.2432	-3.8079	5.5537e-05	0.002924	0.00014016	0.015022
UPF3A	5	-0.37724	-1.8978	0.12601	0.54423	0.057719	0.59048
UPF3B	5	0.019137	0.10841	0.94613	0.99145	0.91367	0.96422
UPK1A	5	-0.21276	-1.1071	0.33828	0.76677	0.26823	0.62415
UPK1B	5	0.3977	1.6167	0.088859	0.46552	0.10594	0.59288
UPK2	5	0.61626	1.5026	0.0044985	0.094077	0.13293	0.59288
UPK3A	5	0.44093	1.7937	0.055093	0.38051	0.072864	0.59288
UPK3B	5	0.028442	0.14521	0.97812	0.9966	0.88454	0.95269
UPK3BL	5	-0.36724	-1.7508	0.13418	0.55426	0.079978	0.59288
UPP1	5	0.19183	0.91293	0.49134	0.85207	0.36128	0.67457
UPP2	5	0.3797	1.3829	0.10969	0.51166	0.16668	0.59288
UPRT	5	0.11813	0.53676	0.7212	0.93471	0.59143	0.81076
UQCC1	5	0.055867	0.42087	0.93097	0.98862	0.67385	0.85513
UQCC2	5	-0.30752	-1.3305	0.19605	0.63776	0.18336	0.59478
UQCR10	1	-0.44349	-1.1887	0.41975	0.81532	0.23455	0.60696
UQCR11	3	-0.461	-1.4758	0.15623	0.58776	0.14001	0.59288
UQCRB	6	-0.26468	-1.0462	0.21693	0.66002	0.29548	0.63775
UQCRC1	5	-0.27552	-1.1532	0.2382	0.68144	0.24885	0.61484
UQCRC2	5	-0.7279	-2.9307	0.0089415	0.1421	0.0033823	0.10779
UQCRFS1	5	-0.57163	-1.9711	0.030934	0.2852	0.04871	0.54214
UQCRH	5	-0.55486	-2.3857	0.034988	0.30568	0.017046	0.29399
UQCRQ	2	-0.68803	-1.6532	0.11307	0.5161	0.098296	0.59288
URAD	5	0.11544	0.616	0.72987	0.93677	0.5379	0.77925
URB1	5	-0.061017	-0.34303	0.69394	0.92459	0.73157	0.88331
URB2	5	-0.64642	-2.6433	0.018216	0.21722	0.0082101	0.18654
URGCP	5	-0.14956	-0.80116	0.46657	0.8402	0.42304	0.71249
URGCP-MRPS24	5	-0.26554	-0.94073	0.25347	0.69829	0.34684	0.66756
URI1	5	-0.97182	-3.232	0.00099967	0.031802	0.0012292	0.057385
URM1	8	-0.21162	-1.1158	0.23003	0.6758	0.26452	0.62307
UROC1	5	0.046114	0.28569	0.96473	0.99439	0.77511	0.90557
UROD	5	0.41628	1.5346	0.073587	0.43287	0.12488	0.59288
UROS	5	0.10285	0.47181	0.77374	0.95083	0.63706	0.83582
USB1	5	-0.032392	-0.13391	0.78352	0.95346	0.89347	0.95587
USE1	5	0.0088313	0.037181	0.91236	0.98324	0.97034	0.98834
USF1	5	-0.13795	-0.96271	0.49161	0.8523	0.33569	0.66183
USF2	5	0.2516	1.0788	0.33072	0.75956	0.28067	0.62925
USH1C	5	0.046203	0.32165	0.96451	0.99439	0.74772	0.89292
USH1G	5	0.39508	1.5441	0.091858	0.47352	0.12255	0.59288
USH2A	5	0.24846	1.5553	0.33972	0.76827	0.11987	0.59288
USHBP1	5	0.41078	1.6566	0.077141	0.44025	0.097596	0.59288
USMG5	2	-0.19889	-0.65514	0.54832	0.87752	0.51238	0.76417
USP1	5	-0.15955	-0.72714	0.44474	0.83076	0.46714	0.73775
USP10	5	-0.552	-2.0251	0.035599	0.30655	0.042853	0.50201
USP11	5	0.40858	1.6483	0.079196	0.44455	0.099295	0.59288
USP12	3	-0.19423	-1.1224	0.47612	0.84389	0.26168	0.62145
USP13	5	0.26707	1.4203	0.29535	0.73494	0.15552	0.59288
USP14	5	-0.62831	-2.7867	0.020327	0.23223	0.0053248	0.141
USP15	5	-0.24896	-1.2321	0.27796	0.72176	0.2179	0.59985
USP16	5	-0.11685	-0.72927	0.54265	0.87358	0.46583	0.73752
USP17L10	4	0.22046	0.8423	0.4529	0.83405	0.39962	0.69766
USP17L13	1	0.3077	0.60064	0.57298	0.8862	0.54808	0.78585
USP17L2	1	0.26837	0.83087	0.63396	0.90459	0.40605	0.70219
USP17L5	1	-1.7152	-2.2062	0.039265	0.32107	0.027372	0.39147
USP18	5	-0.24498	-1.2621	0.28374	0.72637	0.20692	0.59717
USP19	5	0.18739	0.88008	0.50389	0.85724	0.37882	0.68456
USP2	5	0.33539	1.5226	0.17022	0.6043	0.12785	0.59288
USP20	5	0.4255	1.3174	0.0662	0.41562	0.18771	0.59478
USP21	5	0.18551	1.2558	0.50977	0.85978	0.20921	0.5984
USP22	5	0.3181	1.1484	0.19693	0.63847	0.25082	0.61607
USP24	5	-0.0072237	-0.036881	0.86138	0.97114	0.97058	0.98835
USP25	5	0.062894	0.26676	0.90698	0.98232	0.78966	0.91265
USP26	5	0.54138	1.4792	0.015384	0.19772	0.13909	0.59288
USP27X	5	0.47077	1.5728	0.037987	0.31755	0.11577	0.59288
USP28	5	0.58516	1.485	0.0080529	0.13463	0.13753	0.59288
USP29	5	0.16477	0.70565	0.57148	0.8859	0.4804	0.74571
USP3	5	0.19911	1.1365	0.46923	0.8407	0.25575	0.61764
USP30	5	-0.15015	-0.73123	0.46468	0.83982	0.46464	0.73679
USP31	5	0.19767	1.1101	0.4739	0.84332	0.26695	0.62368
USP32	5	-0.497	-2.2593	0.053982	0.37669	0.023867	0.36114
USP33	5	-0.031163	-0.14346	0.78707	0.95346	0.88592	0.95309
USP34	5	-0.073009	-0.37493	0.66217	0.91385	0.70771	0.87144
USP35	5	0.059855	0.32052	0.91675	0.98455	0.74857	0.89346
USP36	5	-0.29001	-1.4094	0.21876	0.66191	0.15872	0.59288
USP37	5	-0.56371	-2.6479	0.032656	0.29429	0.0080986	0.18576
USP38	5	0.25897	0.95003	0.31367	0.74598	0.3421	0.66478
USP39	5	-1.6116	-4.3102	0	0	1.6313e-05	0.0038693
USP4	5	0.081391	0.51116	0.84622	0.96774	0.60924	0.8194
USP40	5	0.030037	0.13858	0.98378	0.99797	0.88978	0.95468
USP42	5	0.15107	0.733	0.61302	0.89676	0.46356	0.73636
USP43	5	0.34301	1.2454	0.15984	0.59239	0.21297	0.5986
USP44	5	-0.1695	-1.0031	0.4228	0.81737	0.31582	0.64956
USP45	5	-0.073782	-0.35867	0.66022	0.91318	0.71984	0.87741
USP46	5	-0.51578	-1.9118	0.046707	0.35159	0.055901	0.58216
USP47	5	-0.15156	-1.0367	0.46107	0.83833	0.29986	0.64057
USP48	5	0.33173	1.6693	0.17539	0.60891	0.095066	0.59288
USP49	5	0.5385	1.5876	0.015717	0.19902	0.11237	0.59288
USP5	5	-1.0046	-3.583	0.00066644	0.023857	0.00033973	0.025577
USP50	5	0.075139	0.53216	0.8656	0.97182	0.59461	0.81249
USP51	5	0.11546	0.47821	0.72981	0.93677	0.6325	0.83282
USP53	5	0.32314	1.8489	0.18866	0.62849	0.064472	0.59288
USP54	5	0.37878	1.5446	0.11035	0.51289	0.12243	0.59288
USP6	5	0.092993	0.58781	0.80751	0.95834	0.55666	0.7914
USP6NL	5	-0.031878	-0.16589	0.78496	0.95346	0.86825	0.94498
USP7	5	-1.0073	-3.4098	0.00066644	0.023857	0.00065003	0.037635
USP8	5	-0.45913	-1.9137	0.071698	0.42862	0.055653	0.58194
USP9X	5	-0.37698	-1.8871	0.12629	0.54454	0.059151	0.59288
USP9Y	4	0.59741	1.5196	0.013773	0.18425	0.12861	0.59288
USPL1	5	-0.69655	-2.3298	0.012385	0.17287	0.019819	0.32063
UST	5	0.33235	1.6135	0.17422	0.60736	0.10663	0.59288
UTF1	5	0.12581	0.88916	0.69521	0.92472	0.37392	0.68076
UTP11L	5	-0.91245	-3.0816	0.0019438	0.053435	0.0020592	0.079739
UTP14A	5	0.0052635	0.023203	0.90164	0.98099	0.98149	0.99251
UTP14C	5	0.031809	0.14515	0.98995	0.99933	0.88459	0.95269
UTP15	5	-1.2136	-3.3112	5.5537e-05	0.002924	0.00092905	0.04819
UTP18	5	-0.32364	-1.4097	0.17805	0.61312	0.15862	0.59288
UTP20	5	-0.46115	-1.4598	0.070643	0.42561	0.14434	0.59288
UTP23	5	-0.18924	-1.1448	0.38226	0.7937	0.25228	0.61644
UTP3	5	0.018634	0.10992	0.94485	0.99103	0.91247	0.96347
UTP6	5	-0.51947	-2.5186	0.045263	0.34696	0.011783	0.23342
UTRN	5	0.17931	0.8539	0.5296	0.86936	0.39316	0.69425
UTS2	4	0.043113	0.30321	0.97245	0.99608	0.76173	0.89975
UTS2B	5	0.16046	0.61633	0.58547	0.89053	0.53768	0.7791
UTS2R	5	0.31438	1.4793	0.20238	0.64359	0.13905	0.59288
UTY	5	0.42467	1.6942	0.066811	0.41684	0.090227	0.59288
UVRAG	5	-0.26941	-1.004	0.24764	0.69244	0.31539	0.64953
UVSSA	5	0.19556	1.1586	0.48006	0.84596	0.24661	0.61309
UXS1	5	0.055606	0.2316	0.93219	0.98863	0.81685	0.92563
UXT	5	-0.34868	-1.6427	0.15056	0.58201	0.10044	0.59288
VAC14	5	-0.049838	-0.36345	0.72809	0.9365	0.71627	0.87535
VAMP1	5	0.25688	1.276	0.31856	0.74853	0.20194	0.59632
VAMP2	5	0.20109	0.72934	0.46368	0.83923	0.4658	0.73752
VAMP3	4	0.24193	0.90377	0.40031	0.80402	0.36612	0.67684
VAMP4	6	-0.26568	-0.9759	0.21571	0.65853	0.32912	0.65758
VAMP5	5	0.37738	1.7098	0.11241	0.51514	0.087305	0.59288
VAMP7	5	0.42383	1.7347	0.0677	0.41864	0.082787	0.59288
VAMP8	4	-0.04926	-0.20061	0.75458	0.94624	0.841	0.93479
VANGL1	5	-0.19204	-1.1424	0.37665	0.78998	0.2533	0.61663
VANGL2	5	-0.076623	-0.46446	0.65234	0.91078	0.64232	0.83888
VAPA	9	0.23681	1.3837	0.22215	0.66733	0.16646	0.59288
VAPB	6	0.48742	1.7762	0.017661	0.21342	0.075699	0.59288
VARS	5	-0.56615	-1.7975	0.032045	0.29083	0.072259	0.59288
VARS2	5	-0.48135	-2.1043	0.060702	0.39949	0.035352	0.44747
VASH1	5	0.16732	0.81928	0.56398	0.88384	0.41262	0.70616
VASH2	5	0.017839	0.14963	0.94219	0.99043	0.88105	0.95098
VASN	5	0.20816	1.0961	0.44385	0.83076	0.27304	0.62642
VASP	5	-0.042827	-0.26106	0.75019	0.94384	0.79405	0.91431
VAT1	5	-0.049795	-0.45759	0.72815	0.9365	0.64725	0.84098
VAT1L	5	0.16943	0.67539	0.55793	0.88254	0.49943	0.75714
VAV1	5	0.15027	1.2539	0.61524	0.89759	0.20989	0.59847
VAV2	5	0.35477	1.1974	0.14256	0.57006	0.23115	0.60577
VAV3	9	0.16425	1.1982	0.43924	0.82782	0.23086	0.60577
VAX1	5	-0.089193	-0.4718	0.61718	0.89871	0.63707	0.83582
VAX2	5	0.025799	0.17447	0.96979	0.99607	0.8615	0.94298
VBP1	5	-0.18987	-0.90696	0.38132	0.79342	0.36443	0.67634
VCAM1	5	0.08596	0.91315	0.83211	0.96543	0.36116	0.67457
VCAN	5	-0.11409	-0.48329	0.55015	0.87796	0.62889	0.83043
VCL	5	-0.59159	-2.5154	0.02688	0.26535	0.01189	0.23527
VCP	5	-1.094	-2.9	0.00027769	0.011655	0.0037314	0.11485
VCPIP1	5	-0.40596	-2.5099	0.10385	0.49814	0.012075	0.23708
VCPKMT	5	-0.11964	-0.57173	0.53532	0.87181	0.56751	0.797
VCX	1	0.20684	0.47497	0.73337	0.93739	0.63481	0.83451
VCX2	1	0.22805	0.41485	0.69938	0.92564	0.67825	0.85754
VCY	1	-0.1056	-0.5028	0.78851	0.95346	0.6151	0.82245
VCY1B	1	1.1679	0.49206	0.0044985	0.094077	0.62267	0.82661
VDAC1	3	-1.2013	-2.4902	0.0033878	0.078406	0.012767	0.24572
VDAC2	5	-0.28034	-1.0547	0.23259	0.6781	0.29155	0.63663
VDAC3	5	-0.53826	-1.8802	0.039487	0.32245	0.060076	0.59288
VDR	5	0.035716	0.17495	0.99867	0.99972	0.86112	0.9428
VEGFA	17	-0.081702	-0.97707	0.4072	0.80815	0.32854	0.65699
VEGFB	5	0.22541	0.95294	0.39559	0.80221	0.34062	0.66422
VEGFC	5	0.020086	0.11602	0.94996	0.99191	0.90764	0.9613
VENTX	5	0.19743	0.95864	0.47456	0.84332	0.33774	0.66289
VEPH1	5	-0.018413	-0.14122	0.827	0.96519	0.8877	0.95388
VEZF1	5	-0.79906	-3.1788	0.0055537	0.1087	0.0014788	0.064163
VEZT	5	-0.014736	-0.081399	0.83794	0.9666	0.93512	0.97436
VGF	5	0.30042	1.3734	0.22731	0.67203	0.16962	0.59288
VGLL1	5	0.43427	1.8122	0.05998	0.39808	0.069961	0.59288
VGLL2	7	-0.32765	-2.0367	0.10374	0.49814	0.041682	0.49229
